 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                TM_C               TOM_C               SOM_C              POMO_C              POMH_C              POMT_C              MOMT_C               MOM_C               QOM_C               DOM_C              DOMS_C              DOMT_C                MB_C               MBA_C               MBD_C               ENZ_C              ENZD_C             ENZP1_C             ENZP2_C              ENZM_C            ENZNmt_C           ENZNfix_C            ENZNH4_C            ENZNO3_C            ENZNO2_C             ENZNO_C            ENZN2O_C            TM_err_C                 CO2               Nmine          Nmine_Free         Nmine_Solid              NH4tot              NH4ads                 NH4                 NOx             NO3+NO2                 NO3                 NO2                  NO                 N2O                  N2                NGas                TM_N               TOM_N               SOM_N              POMO_N              POMH_N              POMT_N              MOMT_N               MOM_N               QOM_N               DOM_N              DOMS_N              DOMT_N                MB_N               MBA_N               MBD_N               ENZ_N              ENZD_N             ENZP1_N             ENZP2_N              ENZM_N            ENZNmt_N           ENZNfix_N            ENZNH4_N            ENZNO3_N            ENZNO2_N             ENZNO_N            ENZN2O_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POMO_CN             POMH_CN             POMT_CN             MOMT_CN              MOM_CN              QOM_CN              DOM_CN             DOMS_CN             DOMT_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN             ENZD_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           ENZNmt_CN          ENZNfix_CN           ENZNH4_CN           ENZNO3_CN           ENZNO2_CN            ENZNO_CN           ENZN2O_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
         0           0.161E+01           0.161E+01           0.158E+01           0.377E-01           0.339E+00           0.377E+00           0.106E+01           0.101E+01           0.532E-01           0.137E+00           0.000E+00           0.137E+00           0.330E-01           0.330E-03           0.327E-01           0.192E-03           0.180E-03           0.600E-04           0.600E-04           0.600E-04           0.123E-04           0.204E-05           0.204E-05           0.204E-05           0.204E-05           0.204E-05           0.204E-05           0.252-321           0.000E+00           0.107E-01           0.105E-01           0.715E-03           0.550E-03           0.275E-03           0.275E-03           0.180E-03           0.165E-03           0.150E-03           0.150E-04           0.750E-05           0.750E-05           0.100E-01           0.100E-01           0.193E+00           0.182E+00           0.177E+00           0.264E-01           0.679E-03           0.271E-01           0.133E+00           0.126E+00           0.665E-02           0.171E-01           0.000E+00           0.171E-01           0.500E-02           0.500E-04           0.495E-02           0.641E-04           0.600E-04           0.200E-04           0.200E-04           0.200E-04           0.409E-05           0.681E-06           0.681E-06           0.681E-06           0.681E-06           0.681E-06           0.681E-06           0.494-323           0.880E+01           0.884E+01           0.890E+01           0.143E+01           0.500E+03           0.139E+02           0.800E+01           0.800E+01           0.800E+01           0.800E+01           0.800E+01           0.800E+01           0.660E+01           0.660E+01           0.660E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.880E+01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
    199801        0.161003E+01        0.161003E+01        0.157625E+01        0.376011E-01        0.300749E+00        0.338350E+00        0.121451E+01        0.101969E+01        0.194824E+00        0.233921E-01        0.000000E+00        0.233921E-01        0.335899E-01        0.228471E-02        0.313052E-01        0.184256E-03        0.172536E-03        0.573459E-04        0.574209E-04        0.577696E-04        0.117193E-04        0.195394E-05        0.195307E-05        0.195308E-05        0.195307E-05        0.195306E-05        0.195307E-05        0.488816E-17        0.130271E-02        0.852066E+00        0.852059E+00        0.310230E-03        0.204020E-04        0.739067E-05        0.130113E-04        0.355435E-03        0.289828E-03        0.269705E-03        0.201229E-04        0.109753E-05        0.645097E-04        0.851690E+00        0.851756E+00        0.103423E+01        0.182167E+00        0.177060E+00        0.263566E-01        0.601498E-03        0.269581E-01        0.147707E+00        0.126290E+00        0.214171E-01        0.239476E-02        0.000000E+00        0.239476E-02        0.504492E-02        0.301316E-03        0.474361E-02        0.614186E-04        0.575121E-04        0.191153E-04        0.191403E-04        0.192565E-04        0.390643E-05        0.651312E-06        0.651023E-06        0.651028E-06        0.651022E-06        0.651021E-06        0.651023E-06        0.783691E-18        0.882321E+01        0.883823E+01        0.890237E+01        0.142663E+01        0.500000E+03        0.125486E+02        0.822157E+01        0.807417E+01        0.906720E+01        0.103122E+02        0.103122E+02        0.103122E+02        0.665777E+01        0.735658E+01        0.659945E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.882321E+01
    199802        0.160139E+01        0.160139E+01        0.156370E+01        0.374114E-01        0.238943E+00        0.276354E+00        0.126698E+01        0.103370E+01        0.233283E+00        0.203628E-01        0.000000E+00        0.203628E-01        0.375185E-01        0.875346E-02        0.287650E-01        0.172272E-03        0.161526E-03        0.526425E-04        0.531673E-04        0.557160E-04        0.107463E-04        0.179523E-05        0.179020E-05        0.179026E-05        0.179020E-05        0.179019E-05        0.179022E-05       -0.184217E-17        0.101184E-01        0.944789E+00        0.944779E+00        0.252679E-03        0.274995E-04        0.100200E-04        0.174795E-04        0.327045E-03        0.225180E-03        0.200264E-03        0.249161E-04        0.563775E-06        0.101301E-03        0.944434E+00        0.944536E+00        0.112616E+01        0.181375E+00        0.175968E+00        0.262152E-01        0.477886E-03        0.266931E-01        0.147574E+00        0.126172E+00        0.214022E-01        0.170068E-02        0.000000E+00        0.170068E-02        0.535018E-02        0.990796E-03        0.435939E-02        0.574240E-04        0.538419E-04        0.175475E-04        0.177224E-04        0.185720E-04        0.358210E-05        0.598411E-06        0.596734E-06        0.596754E-06        0.596734E-06        0.596731E-06        0.596740E-06        0.140997E-17        0.881687E+01        0.882916E+01        0.888628E+01        0.142709E+01        0.500000E+03        0.103517E+02        0.858564E+01        0.819283E+01        0.109071E+02        0.119825E+02        0.119825E+02        0.119825E+02        0.700837E+01        0.876198E+01        0.659840E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.881687E+01
    199803        0.157555E+01        0.157555E+01        0.152613E+01        0.372648E-01        0.193333E+00        0.230597E+00        0.127732E+01        0.104370E+01        0.233620E+00        0.182132E-01        0.000000E+00        0.182132E-01        0.492480E-01        0.228016E-01        0.264463E-01        0.167971E-03        0.158092E-03        0.485377E-04        0.502809E-04        0.592734E-04        0.987931E-05        0.167252E-05        0.164125E-05        0.164193E-05        0.164117E-05        0.164112E-05        0.164133E-05       -0.291652E-18        0.364467E-01        0.945371E+00        0.945333E+00        0.695387E-03        0.104730E-03        0.380120E-04        0.667175E-04        0.720957E-03        0.590658E-03        0.562870E-03        0.277879E-04        0.787124E-08        0.130292E-03        0.944545E+00        0.944676E+00        0.112491E+01        0.179541E+00        0.173001E+00        0.260898E-01        0.386667E-03        0.264764E-01        0.145134E+00        0.126045E+00        0.190889E-01        0.139125E-02        0.000000E+00        0.139125E-02        0.648337E-02        0.247475E-02        0.400862E-02        0.559904E-04        0.526973E-04        0.161792E-04        0.167603E-04        0.197578E-04        0.329310E-05        0.557508E-06        0.547083E-06        0.547310E-06        0.547055E-06        0.547039E-06        0.547110E-06       -0.481216E-19        0.874145E+01        0.877531E+01        0.882125E+01        0.142833E+01        0.499998E+03        0.870861E+01        0.880129E+01        0.828040E+01        0.122580E+02        0.131218E+02        0.131218E+02        0.131218E+02        0.758041E+01        0.920617E+01        0.659735E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.874145E+01
    199804        0.150292E+01        0.150292E+01        0.142099E+01        0.375879E-01        0.161541E+00        0.199129E+00        0.121438E+01        0.105068E+01        0.163700E+00        0.747908E-02        0.000000E+00        0.747908E-02        0.817532E-01        0.571699E-01        0.245834E-01        0.180905E-03        0.171624E-03        0.452503E-04        0.499953E-04        0.763786E-04        0.928071E-05        0.174984E-05        0.150606E-05        0.152093E-05        0.150031E-05        0.149989E-05        0.150369E-05       -0.194241E-17        0.116020E+00        0.937350E+00        0.937163E+00        0.233256E-02        0.525643E-03        0.186960E-03        0.338683E-03        0.212103E-02        0.180692E-02        0.177860E-02        0.283166E-04        0.597516E-10        0.314110E-03        0.934704E+00        0.935018E+00        0.111262E+01        0.175267E+00        0.165155E+00        0.259893E-01        0.323125E-03        0.263124E-01        0.138307E+00        0.125892E+00        0.124151E-01        0.535903E-03        0.000000E+00        0.535903E-03        0.100513E-01        0.632450E-02        0.372683E-02        0.603016E-04        0.572081E-04        0.150834E-04        0.166651E-04        0.254595E-04        0.309357E-05        0.583279E-06        0.502020E-06        0.506975E-06        0.500103E-06        0.499964E-06        0.501229E-06       -0.395349E-17        0.846139E+01        0.857373E+01        0.860123E+01        0.144630E+01        0.499930E+03        0.756749E+01        0.877844E+01        0.834590E+01        0.132322E+02        0.143034E+02        0.143034E+02        0.143034E+02        0.812831E+01        0.910484E+01        0.659632E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.846139E+01
    199805        0.136348E+01        0.136348E+01        0.127164E+01        0.401659E-01        0.144461E+00        0.184627E+00        0.108683E+01        0.105579E+01        0.310341E-01        0.185554E-03        0.000000E+00        0.185554E-03        0.916113E-01        0.682965E-01        0.233148E-01        0.230038E-03        0.220321E-03        0.437278E-04        0.548558E-04        0.121737E-03        0.971693E-05        0.260971E-05        0.140431E-05        0.156293E-05        0.137300E-05        0.137088E-05        0.139610E-05        0.166033E-17        0.295176E+00        0.904086E+00        0.903988E+00        0.316602E-02        0.271509E-03        0.977196E-04        0.173790E-03        0.315541E-02        0.289451E-02        0.286619E-02        0.283166E-04        0.571989E-10        0.260900E-03        0.900659E+00        0.900920E+00        0.107359E+01        0.169503E+00        0.154140E+00        0.259299E-01        0.289291E-03        0.262192E-01        0.127910E+00        0.125598E+00        0.231163E-02        0.108100E-04        0.000000E+00        0.108100E-04        0.152870E-01        0.117509E-01        0.353606E-02        0.766793E-04        0.734404E-04        0.145759E-04        0.182853E-04        0.405791E-04        0.323898E-05        0.869905E-06        0.468102E-06        0.520976E-06        0.457668E-06        0.456961E-06        0.465366E-06       -0.217457E-18        0.789577E+01        0.804333E+01        0.824941E+01        0.154904E+01        0.499358E+03        0.704163E+01        0.849631E+01        0.840616E+01        0.134252E+02        0.178634E+02        0.178634E+02        0.178634E+02        0.602383E+01        0.586712E+01        0.659340E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.789577E+01
    199806        0.131649E+01        0.131649E+01        0.124250E+01        0.454014E-01        0.134522E+00        0.179924E+00        0.106244E+01        0.105994E+01        0.249755E-02        0.141109E-03        0.000000E+00        0.141109E-03        0.737105E-01        0.519251E-01        0.217854E-01        0.276673E-03        0.267017E-03        0.427485E-04        0.592812E-04        0.164988E-03        0.965521E-05        0.303983E-05        0.129069E-05        0.153032E-05        0.125604E-05        0.125291E-05        0.128542E-05        0.105805E-17        0.421272E+00        0.890962E+00        0.890945E+00        0.355892E-03        0.446803E-04        0.162666E-04        0.284137E-04        0.966103E-03        0.311212E-03        0.278551E-03        0.326604E-04        0.137507E-05        0.653516E-03        0.889951E+00        0.890606E+00        0.105854E+01        0.167576E+00        0.151346E+00        0.258987E-01        0.269485E-03        0.261682E-01        0.125171E+00        0.124985E+00        0.186034E-03        0.636307E-05        0.000000E+00        0.636307E-05        0.161380E-01        0.128320E-01        0.330606E-02        0.922242E-04        0.890058E-04        0.142495E-04        0.197604E-04        0.549959E-04        0.321841E-05        0.101328E-05        0.430231E-06        0.510106E-06        0.418680E-06        0.417639E-06        0.428474E-06        0.948033E-18        0.783948E+01        0.785606E+01        0.820974E+01        0.175305E+01        0.499183E+03        0.687566E+01        0.848795E+01        0.848059E+01        0.134252E+02        0.245267E+02        0.245267E+02        0.245267E+02        0.456760E+01        0.404882E+01        0.658953E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.783948E+01
    199807        0.130289E+01        0.130289E+01        0.124439E+01        0.524895E-01        0.128967E+00        0.181457E+00        0.106279E+01        0.106263E+01        0.156439E-03        0.142909E-03        0.000000E+00        0.142909E-03        0.581947E-01        0.382742E-01        0.199204E-01        0.308499E-03        0.299637E-03        0.417995E-04        0.615545E-04        0.196283E-03        0.886129E-05        0.281307E-05        0.117977E-05        0.139928E-05        0.114807E-05        0.114515E-05        0.117596E-05        0.668229E-18        0.542170E+00        0.877867E+00        0.877855E+00        0.788579E-04        0.327105E-04        0.119181E-04        0.207925E-04        0.403019E-03        0.461474E-04        0.272608E-04        0.188866E-04        0.116328E-05        0.355709E-03        0.877431E+00        0.877788E+00        0.104430E+01        0.166431E+00        0.150198E+00        0.258812E-01        0.258247E-03        0.261394E-01        0.124052E+00        0.124040E+00        0.116526E-04        0.641198E-05        0.000000E+00        0.641198E-05        0.161307E-01        0.131071E-01        0.302355E-02        0.102833E-03        0.998791E-04        0.139332E-04        0.205182E-04        0.654278E-04        0.295376E-05        0.937691E-06        0.393256E-06        0.466425E-06        0.382689E-06        0.381717E-06        0.391986E-06       -0.148661E-17        0.782471E+01        0.782842E+01        0.828507E+01        0.202811E+01        0.499395E+03        0.694188E+01        0.856738E+01        0.856692E+01        0.134252E+02        0.252877E+02        0.252877E+02        0.252877E+02        0.360763E+01        0.292182E+01        0.658843E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.782471E+01
    199808        0.129405E+01        0.129405E+01        0.124731E+01        0.593087E-01        0.124064E+00        0.183372E+00        0.106381E+01        0.106380E+01        0.769160E-05        0.125823E-03        0.000000E+00        0.125823E-03        0.464160E-01        0.280475E-01        0.183685E-01        0.324289E-03        0.316179E-03        0.405152E-04        0.615705E-04        0.214093E-03        0.810968E-05        0.258948E-05        0.107675E-05        0.127707E-05        0.104777E-05        0.104509E-05        0.107352E-05        0.644560E-19        0.655196E+00        0.878252E+00        0.878221E+00        0.168519E-03        0.843088E-04        0.306104E-04        0.536984E-04        0.225025E-03        0.842100E-04        0.696371E-04        0.145728E-04        0.148706E-06        0.140667E-03        0.877943E+00        0.878084E+00        0.104333E+01        0.165073E+00        0.149093E+00        0.258617E-01        0.248419E-03        0.261101E-01        0.122977E+00        0.122977E+00        0.572922E-06        0.575515E-05        0.000000E+00        0.575515E-05        0.158720E-01        0.130781E-01        0.279388E-02        0.108096E-03        0.105393E-03        0.135051E-04        0.205235E-04        0.713644E-04        0.270323E-05        0.863160E-06        0.358918E-06        0.425689E-06        0.349257E-06        0.348363E-06        0.357839E-06       -0.921009E-18        0.783129E+01        0.783931E+01        0.836600E+01        0.229333E+01        0.499414E+03        0.702306E+01        0.865050E+01        0.865048E+01        0.134252E+02        0.247134E+02        0.247134E+02        0.247134E+02        0.292274E+01        0.214252E+01        0.657441E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.783129E+01
    199809        0.128607E+01        0.128607E+01        0.124677E+01        0.644080E-01        0.118311E+00        0.182719E+00        0.106396E+01        0.106396E+01        0.413245E-06        0.838164E-04        0.000000E+00        0.838164E-04        0.389744E-01        0.212636E-01        0.177108E-01        0.326902E-03        0.319435E-03        0.388932E-04        0.599430E-04        0.220599E-03        0.746708E-05        0.242004E-05        0.984611E-06        0.116800E-05        0.957658E-06        0.955156E-06        0.981621E-06        0.221106E-17        0.742194E+00        0.885288E+00        0.885228E+00        0.556624E-03        0.166362E-03        0.602276E-04        0.106134E-03        0.536456E-03        0.390262E-03        0.374264E-03        0.159975E-04        0.222642E-07        0.146172E-03        0.884585E+00        0.884731E+00        0.104694E+01        0.161653E+00        0.148112E+00        0.258326E-01        0.238017E-03        0.260706E-01        0.122038E+00        0.122038E+00        0.307813E-07        0.382123E-05        0.000000E+00        0.382123E-05        0.134320E-01        0.106294E-01        0.280259E-02        0.108967E-03        0.106478E-03        0.129644E-04        0.199810E-04        0.735329E-04        0.248903E-05        0.806679E-06        0.328203E-06        0.389332E-06        0.319219E-06        0.318385E-06        0.327207E-06        0.129308E-17        0.792850E+01        0.795586E+01        0.841770E+01        0.249331E+01        0.497062E+03        0.700858E+01        0.871831E+01        0.871831E+01        0.134252E+02        0.229635E+02        0.229635E+02        0.229635E+02        0.290335E+01        0.200050E+01        0.632391E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.792850E+01
