 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
      Year                TM_C               TOM_C               SOM_C              POMO_C              POMH_C              POMT_C              MOMT_C               MOM_C               QOM_C               DOM_C              DOMS_C              DOMT_C                MB_C               MBA_C               MBD_C               ENZ_C              ENZD_C             ENZP1_C             ENZP2_C              ENZM_C            ENZNmt_C           ENZNfix_C            ENZNH4_C            ENZNO3_C            ENZNO2_C             ENZNO_C            ENZN2O_C            TM_err_C                 CO2               Nmine          Nmine_Free         Nmine_Solid              NH4tot              NH4ads                 NH4                 NOx             NO3+NO2                 NO3                 NO2                  NO                 N2O                  N2                NGas                TM_N               TOM_N               SOM_N              POMO_N              POMH_N              POMT_N              MOMT_N               MOM_N               QOM_N               DOM_N              DOMS_N              DOMT_N                MB_N               MBA_N               MBD_N               ENZ_N              ENZD_N             ENZP1_N             ENZP2_N              ENZM_N            ENZNmt_N           ENZNfix_N            ENZNH4_N            ENZNO3_N            ENZNO2_N             ENZNO_N            ENZN2O_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POMO_CN             POMH_CN             POMT_CN             MOMT_CN              MOM_CN              QOM_CN              DOM_CN             DOMS_CN             DOMT_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN             ENZD_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           ENZNmt_CN          ENZNfix_CN           ENZNH4_CN           ENZNO3_CN           ENZNO2_CN            ENZNO_CN           ENZN2O_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
         0           0.161E+01           0.161E+01           0.158E+01           0.377E-01           0.339E+00           0.377E+00           0.106E+01           0.101E+01           0.532E-01           0.137E+00           0.000E+00           0.137E+00           0.330E-01           0.330E-03           0.327E-01           0.192E-03           0.180E-03           0.600E-04           0.600E-04           0.600E-04           0.123E-04           0.204E-05           0.204E-05           0.204E-05           0.204E-05           0.204E-05           0.204E-05           0.252-321           0.000E+00           0.107E-01           0.105E-01           0.715E-03           0.550E-03           0.275E-03           0.275E-03           0.180E-03           0.165E-03           0.150E-03           0.150E-04           0.750E-05           0.750E-05           0.100E-01           0.100E-01           0.193E+00           0.182E+00           0.177E+00           0.264E-01           0.679E-03           0.271E-01           0.133E+00           0.126E+00           0.665E-02           0.171E-01           0.000E+00           0.171E-01           0.500E-02           0.500E-04           0.495E-02           0.641E-04           0.600E-04           0.200E-04           0.200E-04           0.200E-04           0.409E-05           0.681E-06           0.681E-06           0.681E-06           0.681E-06           0.681E-06           0.681E-06           0.494-323           0.880E+01           0.884E+01           0.890E+01           0.143E+01           0.500E+03           0.139E+02           0.800E+01           0.800E+01           0.800E+01           0.800E+01           0.800E+01           0.800E+01           0.660E+01           0.660E+01           0.660E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.300E+01           0.880E+01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
      1998        0.138275E+01        0.138275E+01        0.133052E+01        0.512149E-01        0.149440E+00        0.200655E+00        0.112408E+01        0.105349E+01        0.705940E-01        0.577833E-02        0.000000E+00        0.577833E-02        0.519720E-01        0.301927E-01        0.217793E-01        0.259249E-03        0.250553E-03        0.430542E-04        0.559220E-04        0.151577E-03        0.869583E-05        0.225256E-05        0.127234E-05        0.139664E-05        0.125318E-05        0.125147E-05        0.126964E-05        0.669380E-18        0.444495E+00        0.906072E+00        0.906030E+00        0.732726E-03        0.115664E-03        0.416066E-04        0.740572E-04        0.833599E-03        0.617062E-03        0.592391E-03        0.246714E-04        0.492373E-06        0.216044E-03        0.905123E+00        0.905339E+00        0.107474E+01        0.168668E+00        0.156793E+00        0.259195E-01        0.299614E-03        0.262192E-01        0.130075E+00        0.123760E+00        0.631514E-02        0.499304E-03        0.000000E+00        0.499304E-03        0.117880E-01        0.841044E-02        0.337754E-02        0.864164E-04        0.835178E-04        0.143514E-04        0.186407E-04        0.505257E-04        0.289861E-05        0.750854E-06        0.424113E-06        0.465547E-06        0.417727E-06        0.417155E-06        0.423213E-06       -0.432252E-18        0.814379E+01        0.817880E+01        0.846785E+01        0.197944E+01        0.498088E+03        0.762818E+01        0.864760E+01        0.851685E+01        0.145271E+02        0.198598E+02        0.198598E+02        0.198598E+02        0.485435E+01        0.479683E+01        0.641608E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.814379E+01
      1999        0.122701E+01        0.122701E+01        0.119169E+01        0.804593E-01        0.752858E-01        0.155745E+00        0.103589E+01        0.103589E+01        0.651993E-06        0.510733E-04        0.000000E+00        0.510733E-04        0.350547E-01        0.209052E-01        0.141495E-01        0.268392E-03        0.264795E-03        0.290772E-04        0.372496E-04        0.198468E-03        0.359761E-05        0.133567E-05        0.441166E-06        0.526483E-06        0.427961E-06        0.426451E-06        0.439883E-06        0.656634E-18        0.107642E+01        0.917122E+00        0.917079E+00        0.349988E-03        0.118459E-03        0.429066E-04        0.755521E-04        0.375652E-03        0.231529E-03        0.213993E-03        0.175361E-04        0.107662E-06        0.144015E-03        0.916627E+00        0.916772E+00        0.106958E+01        0.152461E+00        0.140465E+00        0.252260E-01        0.154897E-03        0.253809E-01        0.115081E+00        0.115081E+00        0.344941E-07        0.279774E-05        0.000000E+00        0.279774E-05        0.119071E-01        0.919859E-02        0.270854E-02        0.894642E-04        0.882650E-04        0.969240E-05        0.124165E-04        0.661560E-04        0.119920E-05        0.445223E-06        0.147055E-06        0.175494E-06        0.142654E-06        0.142150E-06        0.146628E-06       -0.199094E-18        0.803636E+01        0.805463E+01        0.849064E+01        0.319089E+01        0.485041E+03        0.613519E+01        0.900337E+01        0.900337E+01        0.193045E+02        0.168798E+02        0.168798E+02        0.168798E+02        0.293759E+01        0.226494E+01        0.525306E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.803636E+01
      2000        0.128799E+01        0.128799E+01        0.125266E+01        0.111126E+00        0.128688E+00        0.239814E+00        0.101280E+01        0.101280E+01        0.726414E-05        0.461913E-04        0.000000E+00        0.461913E-04        0.351014E-01        0.198817E-01        0.152197E-01        0.227992E-03        0.226356E-03        0.220031E-04        0.253245E-04        0.179028E-03        0.163658E-05        0.843356E-06        0.160105E-06        0.190866E-06        0.145856E-06        0.145141E-06        0.151252E-06        0.174612E-18        0.149697E+01        0.922396E+00        0.922285E+00        0.671677E-03        0.308470E-03        0.110240E-03        0.198230E-03        0.449309E-03        0.363207E-03        0.358456E-03        0.475091E-05        0.900316E-08        0.860933E-04        0.921638E+00        0.921724E+00        0.106864E+01        0.146244E+00        0.134882E+00        0.252987E-01        0.274286E-03        0.255730E-01        0.109307E+00        0.109306E+00        0.348831E-06        0.222839E-05        0.000000E+00        0.222839E-05        0.112854E-01        0.718623E-02        0.409920E-02        0.759975E-04        0.754519E-04        0.733436E-05        0.844149E-05        0.596761E-04        0.545525E-06        0.281119E-06        0.533684E-07        0.636221E-07        0.486187E-07        0.483802E-07        0.504173E-07        0.518560E-18        0.876947E+01        0.880959E+01        0.928993E+01        0.438812E+01        0.467565E+03        0.935659E+01        0.926673E+01        0.926670E+01        0.207461E+02        0.236125E+02        0.236125E+02        0.236125E+02        0.311021E+01        0.277637E+01        0.372205E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.876947E+01
      2001        0.131550E+01        0.131550E+01        0.127908E+01        0.139279E+00        0.143492E+00        0.282771E+00        0.996259E+00        0.996257E+00        0.192379E-05        0.534272E-04        0.000000E+00        0.534272E-04        0.361902E-01        0.228271E-01        0.133631E-01        0.223269E-03        0.222136E-03        0.201357E-04        0.223348E-04        0.179665E-03        0.113339E-05        0.831437E-06        0.705496E-07        0.792505E-07        0.497337E-07        0.493722E-07        0.530475E-07        0.312798E-18        0.192362E+01        0.921328E+00        0.921194E+00        0.606858E-03        0.375705E-03        0.134358E-03        0.241348E-03        0.311249E-03        0.231153E-03        0.228844E-03        0.230833E-05        0.172463E-08        0.800947E-04        0.920641E+00        0.920721E+00        0.106206E+01        0.140736E+00        0.129433E+00        0.254587E-01        0.300144E-03        0.257589E-01        0.103671E+00        0.103671E+00        0.986159E-07        0.261421E-05        0.000000E+00        0.261421E-05        0.112289E-01        0.734243E-02        0.388650E-02        0.744231E-04        0.740453E-04        0.671190E-05        0.744493E-05        0.598884E-04        0.377797E-06        0.277146E-06        0.235165E-07        0.264168E-07        0.165779E-07        0.164574E-07        0.176825E-07        0.469796E-18        0.931162E+01        0.935113E+01        0.988731E+01        0.547056E+01        0.477322E+03        0.109741E+02        0.961242E+01        0.961241E+01        0.201320E+02        0.225595E+02        0.225595E+02        0.225595E+02        0.322264E+01        0.312283E+01        0.343594E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.931162E+01
      2002        0.133263E+01        0.133263E+01        0.129872E+01        0.167162E+00        0.156404E+00        0.323566E+00        0.975106E+00        0.975105E+00        0.167456E-05        0.486532E-04        0.000000E+00        0.486532E-04        0.336794E-01        0.217342E-01        0.119452E-01        0.224745E-03        0.223819E-03        0.207109E-04        0.206753E-04        0.182433E-03        0.926292E-06        0.786149E-06        0.505065E-07        0.360098E-07        0.169843E-07        0.168240E-07        0.198186E-07        0.229441E-18        0.237544E+01        0.922547E+00        0.922356E+00        0.722307E-03        0.545178E-03        0.191101E-03        0.354077E-03        0.247558E-03        0.177128E-03        0.176620E-03        0.508374E-06        0.320050E-09        0.704292E-04        0.921754E+00        0.921825E+00        0.105720E+01        0.134650E+00        0.123417E+00        0.255226E-01        0.326390E-03        0.258490E-01        0.975657E-01        0.975656E-01        0.876363E-07        0.231417E-05        0.000000E+00        0.231417E-05        0.111585E-01        0.756002E-02        0.359851E-02        0.749151E-04        0.746063E-04        0.690364E-05        0.689175E-05        0.608110E-04        0.308764E-06        0.262050E-06        0.168355E-07        0.120033E-07        0.566142E-08        0.560800E-08        0.660619E-08        0.978845E-18        0.984789E+01        0.990002E+01        0.105268E+02        0.654575E+01        0.478868E+03        0.124998E+02        0.999590E+01        0.999589E+01        0.192929E+02        0.240001E+02        0.240001E+02        0.240001E+02        0.301799E+01        0.287982E+01        0.332104E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.984789E+01
      2003        0.136831E+01        0.136831E+01        0.133266E+01        0.195595E+00        0.176828E+00        0.372423E+00        0.960186E+00        0.960185E+00        0.117855E-05        0.552503E-04        0.000000E+00        0.552503E-04        0.354219E-01        0.232808E-01        0.121411E-01        0.228004E-03        0.226843E-03        0.212388E-04        0.202231E-04        0.185381E-03        0.116070E-05        0.103956E-05        0.649145E-07        0.365023E-07        0.581067E-08        0.573291E-08        0.817373E-08       -0.878238E-18        0.282711E+01        0.922138E+00        0.921927E+00        0.928115E-03        0.603210E-03        0.211512E-03        0.391698E-03        0.385979E-03        0.324906E-03        0.324493E-03        0.412939E-06        0.975266E-10        0.610731E-04        0.921149E+00        0.921210E+00        0.105171E+01        0.129575E+00        0.118377E+00        0.256754E-01        0.370106E-03        0.260455E-01        0.923292E-01        0.923292E-01        0.595269E-07        0.258424E-05        0.000000E+00        0.258424E-05        0.111216E-01        0.739264E-02        0.372898E-02        0.760013E-04        0.756144E-04        0.707960E-05        0.674105E-05        0.617937E-04        0.386898E-06        0.346520E-06        0.216382E-07        0.121674E-07        0.193689E-08        0.191097E-08        0.272458E-08       -0.623241E-19        0.104909E+02        0.105642E+02        0.112634E+02        0.761789E+01        0.477389E+03        0.142960E+02        0.104028E+02        0.104028E+02        0.201652E+02        0.240727E+02        0.240727E+02        0.240727E+02        0.318502E+01        0.316676E+01        0.325438E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.104909E+02
      2004        0.136259E+01        0.136259E+01        0.132776E+01        0.219682E+00        0.170069E+00        0.389751E+00        0.937959E+00        0.937956E+00        0.304412E-05        0.550950E-04        0.000000E+00        0.550950E-04        0.345946E-01        0.233157E-01        0.112789E-01        0.235115E-03        0.234008E-03        0.228887E-04        0.197135E-04        0.191406E-03        0.110710E-05        0.101354E-05        0.584091E-07        0.267171E-07        0.200041E-08        0.195117E-08        0.447911E-08       -0.415285E-21        0.331027E+01        0.920038E+00        0.919866E+00        0.660777E-03        0.488775E-03        0.172038E-03        0.316738E-03        0.242618E-03        0.172002E-03        0.171554E-03        0.448221E-06        0.884996E-10        0.706167E-04        0.919306E+00        0.919377E+00        0.104311E+01        0.123075E+00        0.111898E+00        0.254469E-01        0.355366E-03        0.258023E-01        0.860928E-01        0.860927E-01        0.161046E-06        0.255714E-05        0.000000E+00        0.255714E-05        0.110988E-01        0.757462E-02        0.352417E-02        0.783717E-04        0.780027E-04        0.762958E-05        0.657118E-05        0.638019E-04        0.369034E-06        0.337848E-06        0.194697E-07        0.890570E-08        0.666802E-09        0.650389E-09        0.149304E-08        0.745913E-18        0.110176E+02        0.110757E+02        0.118718E+02        0.863249E+01        0.478177E+03        0.151006E+02        0.108980E+02        0.108980E+02        0.194984E+02        0.248851E+02        0.248851E+02        0.248851E+02        0.311691E+01        0.309255E+01        0.319943E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.110176E+02
      2005        0.136278E+01        0.136278E+01        0.133125E+01        0.242673E+00        0.172314E+00        0.414987E+00        0.916213E+00        0.916212E+00        0.502604E-06        0.491062E-04        0.000000E+00        0.491062E-04        0.312945E-01        0.214289E-01        0.986562E-02        0.231791E-03        0.230773E-03        0.238204E-04        0.181391E-04        0.188814E-03        0.101811E-05        0.942439E-06        0.521053E-07        0.190417E-07        0.692652E-09        0.663726E-09        0.317131E-08        0.697242E-18        0.377191E+01        0.919315E+00        0.919087E+00        0.942090E-03        0.657153E-03        0.227643E-03        0.429510E-03        0.338994E-03        0.284937E-03        0.284582E-03        0.355456E-06        0.652799E-10        0.540564E-04        0.918319E+00        0.918373E+00        0.103658E+01        0.117262E+00        0.106148E+00        0.253056E-01        0.357403E-03        0.256630E-01        0.804825E-01        0.804825E-01        0.249650E-07        0.229413E-05        0.000000E+00        0.229413E-05        0.110366E-01        0.778892E-02        0.324773E-02        0.772637E-04        0.769244E-04        0.794013E-05        0.604637E-05        0.629379E-04        0.339371E-06        0.314146E-06        0.173684E-07        0.634724E-08        0.230884E-09        0.221242E-09        0.105710E-08        0.344824E-18        0.115311E+02        0.116256E+02        0.125463E+02        0.958771E+01        0.482089E+03        0.161565E+02        0.113859E+02        0.113859E+02        0.196964E+02        0.253385E+02        0.253385E+02        0.253385E+02        0.283513E+01        0.274810E+01        0.305158E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.115311E+02
      2006        0.141037E+01        0.141037E+01        0.137783E+01        0.267924E+00        0.206486E+00        0.474410E+00        0.903372E+00        0.903371E+00        0.946550E-06        0.486987E-04        0.000000E+00        0.486987E-04        0.323130E-01        0.202584E-01        0.120546E-01        0.221983E-03        0.220607E-03        0.229951E-04        0.170986E-04        0.180514E-03        0.137587E-05        0.125831E-05        0.775626E-07        0.353040E-07        0.288306E-09        0.226174E-09        0.417578E-08        0.128335E-17        0.419678E+01        0.916296E+00        0.916080E+00        0.999725E-03        0.620249E-03        0.216309E-03        0.403940E-03        0.428906E-03        0.379476E-03        0.378146E-03        0.133051E-05        0.628414E-10        0.494294E-04        0.915247E+00        0.915296E+00        0.102961E+01        0.113318E+00        0.102306E+00        0.254337E-01        0.432715E-03        0.258664E-01        0.764372E-01        0.764371E-01        0.478720E-07        0.221859E-05        0.000000E+00        0.221859E-05        0.109386E-01        0.672225E-02        0.421633E-02        0.739944E-04        0.735358E-04        0.766505E-05        0.569953E-05        0.601712E-04        0.458623E-06        0.419437E-06        0.258542E-07        0.117680E-07        0.961019E-10        0.753912E-10        0.139193E-08       -0.155633E-18        0.123393E+02        0.124492E+02        0.134716E+02        0.105318E+02        0.477119E+03        0.183243E+02        0.118201E+02        0.118201E+02        0.207309E+02        0.263721E+02        0.263721E+02        0.263721E+02        0.295408E+01        0.302230E+01        0.286076E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.300000E+01        0.123393E+02
